[Hz],Trace1[dBm]
2.560840000E+08,-7.45563E+01
2.592838000E+08,-7.69427E+01
2.592838000E+08,-7.47028E+01
2.624836000E+08,-7.71472E+01
2.624836000E+08,-7.50964E+01
2.656834000E+08,-7.77271E+01
2.656834000E+08,-7.52612E+01
2.688832000E+08,-7.81390E+01
2.688832000E+08,-7.58228E+01
2.720830000E+08,-7.81146E+01
2.720830000E+08,-7.58838E+01
2.752828000E+08,-7.82184E+01
2.752828000E+08,-7.61279E+01
2.784826000E+08,-7.83405E+01
2.784826000E+08,-7.62317E+01
2.816824000E+08,-7.85632E+01
2.816824000E+08,-7.62469E+01
2.848822000E+08,-7.84320E+01
2.848822000E+08,-7.64972E+01
2.880820000E+08,-7.86334E+01
2.880820000E+08,-7.65979E+01
2.912818000E+08,-7.89935E+01
2.912818000E+08,-7.67291E+01
2.944816000E+08,-7.89722E+01
2.944816000E+08,-7.69122E+01
2.976814000E+08,-7.90820E+01
2.976814000E+08,-7.70038E+01
3.008812000E+08,-7.93170E+01
3.008812000E+08,-7.71808E+01
3.040810000E+08,-7.92957E+01
3.040810000E+08,-7.73639E+01
3.072808000E+08,-7.96771E+01
3.072808000E+08,-7.70465E+01
3.104806000E+08,-7.95581E+01
3.104806000E+08,-7.72174E+01
3.136804000E+08,-7.95093E+01
3.136804000E+08,-7.74463E+01
3.168802000E+08,-7.96405E+01
3.168802000E+08,-7.76569E+01
3.200800000E+08,-7.98114E+01
3.200800000E+08,-7.76385E+01
3.232798000E+08,-7.98206E+01
3.232798000E+08,-7.77698E+01
3.264796000E+08,-7.98877E+01
3.264796000E+08,-7.76050E+01
3.296794000E+08,-8.00098E+01
3.296794000E+08,-7.78583E+01
3.328792000E+08,-8.00433E+01
3.328792000E+08,-7.79468E+01
3.360790000E+08,-8.00525E+01
3.360790000E+08,-7.77515E+01
3.392788000E+08,-8.03394E+01
3.392788000E+08,-7.80841E+01
3.424786000E+08,-8.02783E+01
3.424786000E+08,-7.79926E+01
3.456784000E+08,-8.03302E+01
3.456784000E+08,-7.80353E+01
3.488782000E+08,-8.05286E+01
3.488782000E+08,-7.80475E+01
3.520780000E+08,-8.05988E+01
3.520780000E+08,-7.79193E+01
3.552778000E+08,-8.06171E+01
3.552778000E+08,-7.81787E+01
3.584776000E+08,-8.03729E+01
3.584776000E+08,-7.80750E+01
3.616774000E+08,-8.04248E+01
3.616774000E+08,-7.81451E+01
3.648772000E+08,-8.04767E+01
3.648772000E+08,-7.82642E+01
3.680770000E+08,-8.05621E+01
3.680770000E+08,-7.81848E+01
3.712768000E+08,-8.07056E+01
3.712768000E+08,-7.85815E+01
3.744766000E+08,-8.06079E+01
3.744766000E+08,-7.82550E+01
3.776764000E+08,-8.05835E+01
3.776764000E+08,-7.85602E+01
3.808762000E+08,-8.08185E+01
3.808762000E+08,-7.86304E+01
3.840760000E+08,-8.08215E+01
3.840760000E+08,-7.86090E+01
3.872758000E+08,-8.09985E+01
3.872758000E+08,-7.85815E+01
3.904756000E+08,-8.10870E+01
3.904756000E+08,-7.88379E+01
3.936754000E+08,-8.11725E+01
3.936754000E+08,-7.87616E+01
3.968752000E+08,-8.09253E+01
3.968752000E+08,-7.86731E+01
4.000750000E+08,-8.05164E+01
4.000750000E+08,-7.80383E+01
4.032748000E+08,-8.05896E+01
4.032748000E+08,-7.80566E+01
4.064746000E+08,-8.13983E+01
4.064746000E+08,-7.87372E+01
4.096744000E+08,-8.12915E+01
4.096744000E+08,-7.91187E+01
4.128742000E+08,-8.13098E+01
4.128742000E+08,-7.89386E+01
4.160740000E+08,-8.12854E+01
4.160740000E+08,-7.89874E+01
4.192738000E+08,-8.11023E+01
4.192738000E+08,-7.91980E+01
4.224736000E+08,-8.12427E+01
4.224736000E+08,-7.90485E+01
4.256734000E+08,-8.13983E+01
4.256734000E+08,-7.92072E+01
4.288732000E+08,-8.14716E+01
4.288732000E+08,-7.92377E+01
4.320730000E+08,-8.14197E+01
4.320730000E+08,-7.92957E+01
4.352728000E+08,-8.16241E+01
4.352728000E+08,-7.92529E+01
4.384726000E+08,-8.15448E+01
4.384726000E+08,-7.93872E+01
4.416724000E+08,-8.16638E+01
4.416724000E+08,-7.94238E+01
4.448722000E+08,-8.19904E+01
4.448722000E+08,-7.94971E+01
4.480720000E+08,-8.16669E+01
4.480720000E+08,-7.93201E+01
4.512718000E+08,-8.16943E+01
4.512718000E+08,-7.94513E+01
4.544716000E+08,-8.17645E+01
4.544716000E+08,-7.94269E+01
4.576714000E+08,-8.18347E+01
4.576714000E+08,-7.93140E+01
4.608712000E+08,-8.16638E+01
4.608712000E+08,-7.95917E+01
4.640710000E+08,-8.16425E+01
4.640710000E+08,-7.94788E+01
4.672708000E+08,-8.17737E+01
4.672708000E+08,-7.95001E+01
4.704706000E+08,-8.20422E+01
4.704706000E+08,-7.95215E+01
4.736704000E+08,-8.18500E+01
4.736704000E+08,-7.93933E+01
4.768702000E+08,-8.18225E+01
4.768702000E+08,-7.97748E+01
4.800700000E+08,-8.19537E+01
4.800700000E+08,-7.97137E+01
4.832698000E+08,-8.20972E+01
4.832698000E+08,-7.98328E+01
4.864696000E+08,-8.19019E+01
4.864696000E+08,-7.98511E+01
4.896694000E+08,-8.20026E+01
4.896694000E+08,-7.97900E+01
4.928692000E+08,-8.20087E+01
4.928692000E+08,-7.97687E+01
4.960690000E+08,-8.20117E+01
4.960690000E+08,-7.98572E+01
4.992688000E+08,-8.20392E+01
4.992688000E+08,-7.98785E+01
5.024686000E+08,-8.21521E+01
5.024686000E+08,-7.98816E+01
5.056684000E+08,-8.20300E+01
5.056684000E+08,-7.96924E+01
5.088682000E+08,-8.20758E+01
5.088682000E+08,-7.99487E+01
5.120680000E+08,-8.21704E+01
5.120680000E+08,-8.00311E+01
5.152678000E+08,-8.22253E+01
5.152678000E+08,-8.00555E+01
5.184676000E+08,-8.22498E+01
5.184676000E+08,-8.00189E+01
5.216674000E+08,-8.22101E+01
5.216674000E+08,-7.99030E+01
5.248672000E+08,-8.22101E+01
5.248672000E+08,-7.98328E+01
5.280670000E+08,-8.22314E+01
5.280670000E+08,-8.01257E+01
5.312668000E+08,-8.22528E+01
5.312668000E+08,-8.00525E+01
5.344666000E+08,-8.20941E+01
5.344666000E+08,-7.98236E+01
5.376664000E+08,-8.25031E+01
5.376664000E+08,-8.02295E+01
5.408662000E+08,-8.24695E+01
5.408662000E+08,-8.00586E+01
5.440660000E+08,-8.21216E+01
5.440660000E+08,-8.00800E+01
5.472658000E+08,-8.24939E+01
5.472658000E+08,-8.00952E+01
5.504656000E+08,-8.22742E+01
5.504656000E+08,-8.00769E+01
5.536654000E+08,-8.21918E+01
5.536654000E+08,-8.01349E+01
5.568652000E+08,-8.21887E+01
5.568652000E+08,-8.00616E+01
5.600650000E+08,-8.23169E+01
5.600650000E+08,-8.01990E+01
5.632648000E+08,-8.24451E+01
5.632648000E+08,-8.00037E+01
5.664646000E+08,-8.22833E+01
5.664646000E+08,-8.02386E+01
5.696644000E+08,-8.22192E+01
5.696644000E+08,-8.01257E+01
5.728642000E+08,-8.25305E+01
5.728642000E+08,-7.99731E+01
5.760640000E+08,-8.21582E+01
5.760640000E+08,-7.89905E+01
5.792638000E+08,-8.24207E+01
5.792638000E+08,-8.02142E+01
5.824636000E+08,-8.25458E+01
5.824636000E+08,-8.03271E+01
5.856634000E+08,-8.22528E+01
5.856634000E+08,-8.02325E+01
5.888632000E+08,-8.23901E+01
5.888632000E+08,-8.01379E+01
5.920630000E+08,-8.25793E+01
5.920630000E+08,-8.00403E+01
5.952628000E+08,-8.22772E+01
5.952628000E+08,-8.03882E+01
5.984626000E+08,-8.25153E+01
5.984626000E+08,-8.02509E+01
6.016624000E+08,-8.25061E+01
6.016624000E+08,-8.02722E+01
6.048622000E+08,-8.25916E+01
6.048622000E+08,-8.02783E+01
6.080620000E+08,-8.26526E+01
6.080620000E+08,-8.02020E+01
6.112618000E+08,-8.25183E+01
6.112618000E+08,-8.02234E+01
6.144616000E+08,-8.25061E+01
6.144616000E+08,-8.03027E+01
6.176614000E+08,-8.25824E+01
6.176614000E+08,-8.03424E+01
6.208612000E+08,-8.24786E+01
6.208612000E+08,-8.02844E+01
6.240610000E+08,-8.25031E+01
6.240610000E+08,-8.04004E+01
6.272608000E+08,-8.25977E+01
6.272608000E+08,-8.03577E+01
6.304606000E+08,-8.25854E+01
6.304606000E+08,-8.04126E+01
6.336604000E+08,-8.24878E+01
6.336604000E+08,-8.04919E+01
6.368602000E+08,-8.25854E+01
6.368602000E+08,-8.04248E+01
6.400600000E+08,-8.25488E+01
6.400600000E+08,-8.03760E+01
6.432598000E+08,-8.25122E+01
6.432598000E+08,-8.04523E+01
6.464596000E+08,-8.25610E+01
6.464596000E+08,-8.04340E+01
6.496594000E+08,-8.27502E+01
6.496594000E+08,-8.01501E+01
6.528592000E+08,-8.28143E+01
6.528592000E+08,-8.04858E+01
6.560590000E+08,-8.26862E+01
6.560590000E+08,-8.02875E+01
6.592588000E+08,-8.28174E+01
6.592588000E+08,-8.04645E+01
6.624586000E+08,-8.26678E+01
6.624586000E+08,-8.05042E+01
6.656584000E+08,-8.26221E+01
6.656584000E+08,-8.03241E+01
6.688582000E+08,-8.27747E+01
6.688582000E+08,-8.05377E+01
6.720580000E+08,-8.27838E+01
6.720580000E+08,-8.02966E+01
6.752578000E+08,-8.26099E+01
6.752578000E+08,-8.05164E+01
6.784576000E+08,-8.25702E+01
6.784576000E+08,-8.04645E+01
6.816574000E+08,-8.28723E+01
6.816574000E+08,-8.05011E+01
6.848572000E+08,-8.26312E+01
6.848572000E+08,-8.04523E+01
6.880570000E+08,-8.27228E+01
6.880570000E+08,-8.06049E+01
6.912568000E+08,-8.27655E+01
6.912568000E+08,-8.04218E+01
6.944566000E+08,-8.26404E+01
6.944566000E+08,-8.04889E+01
6.976564000E+08,-8.27136E+01
6.976564000E+08,-8.01135E+01
7.008562000E+08,-8.26282E+01
7.008562000E+08,-8.06079E+01
7.040560000E+08,-8.27686E+01
7.040560000E+08,-8.05804E+01
7.072558000E+08,-8.26068E+01
7.072558000E+08,-8.03790E+01
7.104556000E+08,-8.27533E+01
7.104556000E+08,-8.04095E+01
7.136554000E+08,-8.29669E+01
7.136554000E+08,-8.03638E+01
7.168552000E+08,-8.28632E+01
7.168552000E+08,-8.05896E+01
7.200550000E+08,-8.27594E+01
7.200550000E+08,-8.07025E+01
7.232548000E+08,-8.27777E+01
7.232548000E+08,-8.06110E+01
7.264546000E+08,-8.27472E+01
7.264546000E+08,-8.05316E+01
7.296544000E+08,-8.27106E+01
7.296544000E+08,-8.06720E+01
7.328542000E+08,-8.28540E+01
7.328542000E+08,-8.07086E+01
7.360540000E+08,-8.27319E+01
7.360540000E+08,-8.03821E+01
7.392538000E+08,-8.26587E+01
7.392538000E+08,-8.06842E+01
7.424536000E+08,-8.26923E+01
7.424536000E+08,-8.04279E+01
7.456534000E+08,-8.27258E+01
7.456534000E+08,-8.06415E+01
7.488532000E+08,-8.27258E+01
7.488532000E+08,-8.05164E+01
7.520530000E+08,-8.27319E+01
7.520530000E+08,-8.04645E+01
7.552528000E+08,-8.29150E+01
7.552528000E+08,-8.05988E+01
7.584526000E+08,-8.28082E+01
7.584526000E+08,-8.06384E+01
7.616524000E+08,-8.27594E+01
7.616524000E+08,-8.06049E+01
7.648522000E+08,-8.29272E+01
7.648522000E+08,-8.06262E+01
7.680520000E+08,-8.28632E+01
7.680520000E+08,-8.06995E+01
7.712518000E+08,-8.29333E+01
7.712518000E+08,-8.07422E+01
7.744516000E+08,-8.28540E+01
7.744516000E+08,-8.07086E+01
7.776514000E+08,-8.28021E+01
7.776514000E+08,-8.06812E+01
7.808512000E+08,-8.28082E+01
7.808512000E+08,-8.08246E+01
7.840510000E+08,-8.30615E+01
7.840510000E+08,-8.08459E+01
7.872508000E+08,-8.30615E+01
7.872508000E+08,-8.07391E+01
7.904506000E+08,-8.29913E+01
7.904506000E+08,-8.05499E+01
7.936504000E+08,-8.30829E+01
7.936504000E+08,-8.07635E+01
7.968502000E+08,-8.28479E+01
7.968502000E+08,-8.07269E+01
8.000500000E+08,-8.28815E+01
8.000500000E+08,-8.05682E+01
8.032498000E+08,-8.29974E+01
8.032498000E+08,-8.07697E+01
8.064496000E+08,-8.29395E+01
8.064496000E+08,-8.07269E+01
8.096494000E+08,-8.27411E+01
8.096494000E+08,-8.03943E+01
8.128492000E+08,-8.30737E+01
8.128492000E+08,-8.04126E+01
8.160490000E+08,-8.27563E+01
8.160490000E+08,-8.05560E+01
8.192488000E+08,-8.26892E+01
8.192488000E+08,-8.07178E+01
8.224486000E+08,-8.31470E+01
8.224486000E+08,-8.06628E+01
8.256484000E+08,-8.28479E+01
8.256484000E+08,-8.07635E+01
8.288482000E+08,-8.27991E+01
8.288482000E+08,-8.03333E+01
8.320480000E+08,-8.26282E+01
8.320480000E+08,-8.05225E+01
8.352478000E+08,-8.29089E+01
8.352478000E+08,-8.07513E+01
8.384476000E+08,-8.28265E+01
8.384476000E+08,-8.05865E+01
8.416474000E+08,-8.28082E+01
8.416474000E+08,-8.05103E+01
8.448472000E+08,-8.29272E+01
8.448472000E+08,-8.06567E+01
8.480470000E+08,-8.27472E+01
8.480470000E+08,-8.07117E+01
8.512468000E+08,-8.28082E+01
8.512468000E+08,-8.07727E+01
8.544466000E+08,-8.28357E+01
8.544466000E+08,-8.07117E+01
8.576464000E+08,-8.28174E+01
8.576464000E+08,-8.05103E+01
8.608462000E+08,-8.27808E+01
8.608462000E+08,-8.07056E+01
8.640460000E+08,-8.27960E+01
8.640460000E+08,-8.05865E+01
8.672458000E+08,-8.27136E+01
8.672458000E+08,-8.03088E+01
8.704456000E+08,-8.25610E+01
8.704456000E+08,-8.04950E+01
8.736454000E+08,-8.29333E+01
8.736454000E+08,-8.06903E+01
8.768452000E+08,-8.28571E+01
8.768452000E+08,-8.06750E+01
8.800450000E+08,-8.28296E+01
8.800450000E+08,-8.06842E+01
8.832448000E+08,-8.29272E+01
8.832448000E+08,-8.05103E+01
8.864446000E+08,-8.26892E+01
8.864446000E+08,-8.05652E+01
8.896444000E+08,-8.26404E+01
8.896444000E+08,-8.04462E+01
8.928442000E+08,-8.27136E+01
8.928442000E+08,-8.05499E+01
8.960440000E+08,-8.26007E+01
8.960440000E+08,-8.05560E+01
8.992438000E+08,-8.27838E+01
8.992438000E+08,-8.05530E+01
9.024436000E+08,-8.28082E+01
9.024436000E+08,-8.04919E+01
9.056434000E+08,-8.26221E+01
9.056434000E+08,-8.06018E+01
9.088432000E+08,-8.27106E+01
9.088432000E+08,-8.06232E+01
9.120430000E+08,-8.25153E+01
9.120430000E+08,-8.04858E+01
9.152428000E+08,-8.27838E+01
9.152428000E+08,-8.05560E+01
9.184426000E+08,-8.26923E+01
9.184426000E+08,-8.05408E+01
9.216424000E+08,-8.25397E+01
9.216424000E+08,-8.03699E+01
9.248422000E+08,-8.26373E+01
9.248422000E+08,-8.04736E+01
9.280420000E+08,-8.28296E+01
9.280420000E+08,-8.05835E+01
9.312418000E+08,-8.27960E+01
9.312418000E+08,-8.04340E+01
9.344416000E+08,-8.27594E+01
9.344416000E+08,-8.06720E+01
9.376414000E+08,-8.27258E+01
9.376414000E+08,-8.04095E+01
9.408412000E+08,-8.29608E+01
9.408412000E+08,-8.03973E+01
9.440410000E+08,-8.27197E+01
9.440410000E+08,-8.03088E+01
9.472408000E+08,-8.27502E+01
9.472408000E+08,-8.05652E+01
9.504406000E+08,-8.28143E+01
9.504406000E+08,-8.06201E+01
9.536404000E+08,-8.26892E+01
9.536404000E+08,-8.03882E+01
9.568402000E+08,-8.28998E+01
9.568402000E+08,-8.04187E+01
9.600400000E+08,-8.27106E+01
9.600400000E+08,-8.05347E+01
9.632398000E+08,-8.27289E+01
9.632398000E+08,-8.04279E+01
9.664396000E+08,-8.27319E+01
9.664396000E+08,-8.05743E+01
9.696394000E+08,-8.25854E+01
9.696394000E+08,-8.04523E+01
9.728392000E+08,-8.28998E+01
9.728392000E+08,-8.04797E+01
9.760390000E+08,-8.28784E+01
9.760390000E+08,-8.06262E+01
9.792388000E+08,-8.28418E+01
9.792388000E+08,-8.05804E+01
9.824386000E+08,-8.28082E+01
9.824386000E+08,-8.06384E+01
9.856384000E+08,-8.28082E+01
9.856384000E+08,-8.04309E+01
9.888382000E+08,-8.27258E+01
9.888382000E+08,-8.04919E+01
9.920380000E+08,-8.28937E+01
9.920380000E+08,-8.05652E+01
9.952378000E+08,-8.28418E+01
9.952378000E+08,-8.05225E+01
9.984376000E+08,-8.28754E+01
9.984376000E+08,-8.05438E+01
1.001637400E+09,-8.27045E+01
1.001637400E+09,-8.06201E+01
1.004837200E+09,-8.27411E+01
1.004837200E+09,-8.05560E+01
1.008037000E+09,-8.31744E+01
1.008037000E+09,-8.05896E+01
1.011236800E+09,-8.28632E+01
1.011236800E+09,-8.04187E+01
1.014436600E+09,-8.27075E+01
1.014436600E+09,-8.06720E+01
1.017636400E+09,-8.27991E+01
1.017636400E+09,-8.05927E+01
1.020836200E+09,-8.27960E+01
1.020836200E+09,-8.06812E+01
1.024036000E+09,-8.27441E+01
1.024036000E+09,-8.06262E+01
1.027235800E+09,-8.27411E+01
1.027235800E+09,-8.06476E+01
1.030435600E+09,-8.29578E+01
1.030435600E+09,-8.06018E+01
1.033635400E+09,-8.27594E+01
1.033635400E+09,-8.06079E+01
1.036835200E+09,-8.26617E+01
1.036835200E+09,-8.06720E+01
1.040035000E+09,-8.28418E+01
1.040035000E+09,-8.05682E+01
1.043234800E+09,-8.29517E+01
1.043234800E+09,-8.05530E+01
1.046434600E+09,-8.28265E+01
1.046434600E+09,-8.05194E+01
1.049634400E+09,-8.27350E+01
1.049634400E+09,-8.04858E+01
1.052834200E+09,-8.27502E+01
1.052834200E+09,-8.07147E+01
1.056034000E+09,-8.27411E+01
1.056034000E+09,-8.05713E+01
1.059233800E+09,-8.25977E+01
1.059233800E+09,-8.05469E+01
1.062433600E+09,-8.30066E+01
1.062433600E+09,-8.05591E+01
1.065633400E+09,-8.28723E+01
1.065633400E+09,-8.05408E+01
1.068833200E+09,-8.26740E+01
1.068833200E+09,-8.06995E+01
1.072033000E+09,-8.28113E+01
1.072033000E+09,-8.05682E+01
1.075232800E+09,-8.27289E+01
1.075232800E+09,-8.06262E+01
1.078432600E+09,-8.28052E+01
1.078432600E+09,-8.06781E+01
1.081632400E+09,-8.27411E+01
1.081632400E+09,-8.07269E+01
1.084832200E+09,-8.29761E+01
1.084832200E+09,-8.06354E+01
1.088032000E+09,-8.28082E+01
1.088032000E+09,-8.07819E+01
1.091231800E+09,-8.28540E+01
1.091231800E+09,-8.07880E+01
1.094431600E+09,-8.29395E+01
1.094431600E+09,-8.06232E+01
1.097631400E+09,-8.28235E+01
1.097631400E+09,-8.07422E+01
1.100831200E+09,-8.28571E+01
1.100831200E+09,-8.07635E+01
1.104031000E+09,-8.27075E+01
1.104031000E+09,-8.06079E+01
1.107230800E+09,-8.30341E+01
1.107230800E+09,-8.06201E+01
1.110430600E+09,-8.28784E+01
1.110430600E+09,-8.07666E+01
1.113630400E+09,-8.31012E+01
1.113630400E+09,-8.05499E+01
1.116830200E+09,-8.28418E+01
1.116830200E+09,-8.06873E+01
1.120030000E+09,-8.27960E+01
1.120030000E+09,-8.08032E+01
1.123229800E+09,-8.27563E+01
1.123229800E+09,-8.09344E+01
1.126429600E+09,-8.29913E+01
1.126429600E+09,-8.06110E+01
1.129629400E+09,-8.27960E+01
1.129629400E+09,-8.07758E+01
1.132829200E+09,-8.28754E+01
1.132829200E+09,-8.07361E+01
1.136029000E+09,-8.29425E+01
1.136029000E+09,-8.07910E+01
1.139228800E+09,-8.30371E+01
1.139228800E+09,-8.07666E+01
1.142428600E+09,-8.28418E+01
1.142428600E+09,-8.07635E+01
1.145628400E+09,-8.31104E+01
1.145628400E+09,-8.06628E+01
1.148828200E+09,-8.31927E+01
1.148828200E+09,-8.05164E+01
1.152028000E+09,-8.31165E+01
1.152028000E+09,-8.06873E+01
1.155227800E+09,-8.29639E+01
1.155227800E+09,-8.07025E+01
1.158427600E+09,-8.30493E+01
1.158427600E+09,-8.03851E+01
1.161627400E+09,-8.30798E+01
1.161627400E+09,-8.08459E+01
1.164827200E+09,-8.30615E+01
1.164827200E+09,-8.07483E+01
1.168027000E+09,-8.28418E+01
1.168027000E+09,-8.08582E+01
1.171226800E+09,-8.29456E+01
1.171226800E+09,-8.07758E+01
1.174426600E+09,-8.29517E+01
1.174426600E+09,-8.08276E+01
1.177626400E+09,-8.28967E+01
1.177626400E+09,-8.08582E+01
1.180826200E+09,-8.29456E+01
1.180826200E+09,-8.08185E+01
1.184026000E+09,-8.30188E+01
1.184026000E+09,-8.06842E+01
1.187225800E+09,-8.30676E+01
1.187225800E+09,-8.06659E+01
1.190425600E+09,-8.31012E+01
1.190425600E+09,-8.08276E+01
1.193625400E+09,-8.30646E+01
1.193625400E+09,-8.09406E+01
1.196825200E+09,-8.32050E+01
1.196825200E+09,-8.08459E+01
1.200025000E+09,-8.30920E+01
1.200025000E+09,-8.08124E+01
1.203224800E+09,-8.30371E+01
1.203224800E+09,-8.08521E+01
1.206424600E+09,-8.30646E+01
1.206424600E+09,-8.07819E+01
1.209624400E+09,-8.31805E+01
1.209624400E+09,-8.08521E+01
1.212824200E+09,-8.30402E+01
1.212824200E+09,-8.08612E+01
1.216024000E+09,-8.31927E+01
1.216024000E+09,-8.09741E+01
1.219223800E+09,-8.31683E+01
1.219223800E+09,-8.08032E+01
1.222423600E+09,-8.34003E+01
1.222423600E+09,-8.08246E+01
1.225623400E+09,-8.30493E+01
1.225623400E+09,-8.09406E+01
1.228823200E+09,-8.31378E+01
1.228823200E+09,-8.10352E+01
1.232023000E+09,-8.31775E+01
1.232023000E+09,-8.09894E+01
1.235222800E+09,-8.31775E+01
1.235222800E+09,-8.09406E+01
1.238422600E+09,-8.30951E+01
1.238422600E+09,-8.06445E+01
